"obs","Edible/Poisonous","Cap-Shape","Cap-Surface","Cap-Color","Odor"
"562","Edible","Convex","Smooth","Yellow","Almond"
"563","Edible","Convex","Smooth","Yellow","Almond"
"564","Edible","Convex","Fibrous","White","None"
"565","Edible","Bell","Smooth","White","Almond"
"566","Poisonous","Convex","Scaly","White","Pungent"
"567","Edible","Convex","Scaly","Yellow","Almond"
"568","Edible","Flat","Smooth","Gray","None"
"569","Poisonous","Convex","Smooth","Brown","Pungent"
"570","Edible","Bell","Scaly","White","Almond"
"571","Edible","Convex","Smooth","White","Almond"
"572","Edible","Flat","Fibrous","Yellow","Anise"
"573","Edible","Convex","Smooth","Yellow","Almond"
"574","Edible","Bell","Scaly","White","Anise"
"575","Edible","Convex","Scaly","Brown","Almond"
"576","Edible","Convex","Smooth","Yellow","Anise"
"577","Edible","Convex","Fibrous","Brown","None"
"578","Edible","Convex","Smooth","Yellow","Anise"
"579","Edible","Convex","Scaly","Yellow","Anise"
"580","Poisonous","Convex","Smooth","Brown","Pungent"
"581","Edible","Convex","Smooth","White","Almond"
"582","Edible","Convex","Smooth","Yellow","Almond"
"583","Edible","Convex","Scaly","White","Anise"
"584","Edible","Convex","Scaly","Yellow","Almond"
"585","Edible","Flat","Scaly","Yellow","Almond"
"586","Edible","Convex","Scaly","White","Almond"
"587","Edible","Sunken","Fibrous","Gray","None"
"588","Edible","Flat","Fibrous","Brown","None"
"589","Edible","Sunken","Fibrous","Gray","None"
"590","Edible","Convex","Scaly","White","Almond"
"591","Poisonous","Convex","Smooth","White","Pungent"
"592","Edible","Convex","Smooth","Gray","None"
"593","Edible","Convex","Scaly","Yellow","Anise"
"594","Poisonous","Convex","Scaly","White","Pungent"
"595","Edible","Convex","Smooth","Yellow","Almond"
"596","Poisonous","Convex","Smooth","Brown","Pungent"
"597","Edible","Bell","Smooth","Yellow","Anise"
"598","Edible","Bell","Scaly","White","Anise"
"599","Poisonous","Convex","Scaly","White","Pungent"
"600","Poisonous","Convex","Smooth","Brown","Pungent"
"601","Edible","Convex","Smooth","Gray","None"
"602","Edible","Convex","Scaly","Brown","Anise"
"603","Edible","Flat","Fibrous","White","None"
"604","Edible","Flat","Scaly","Brown","Anise"
"605","Edible","Bell","Scaly","White","Anise"
"606","Edible","Bell","Smooth","White","Almond"
"607","Edible","Convex","Smooth","Gray","None"
"608","Edible","Flat","Scaly","Brown","Almond"
"609","Edible","Convex","Smooth","White","Anise"
"610","Edible","Flat","Fibrous","Gray","None"
"611","Edible","Flat","Smooth","Brown","None"
"612","Edible","Convex","Fibrous","Gray","None"
"613","Edible","Flat","Smooth","White","None"
"614","Poisonous","Convex","Smooth","White","Pungent"
"615","Edible","Convex","Scaly","Yellow","Anise"
"616","Edible","Bell","Smooth","White","Anise"
"617","Edible","Flat","Fibrous","Gray","None"
"618","Edible","Bell","Scaly","White","Anise"
"619","Edible","Bell","Smooth","Yellow","Almond"
"620","Edible","Sunken","Fibrous","Gray","None"
"621","Edible","Flat","Scaly","Yellow","Anise"
"622","Edible","Bell","Smooth","White","Anise"
"623","Edible","Convex","Fibrous","White","Anise"
"624","Edible","Flat","Scaly","Yellow","Almond"
"625","Edible","Flat","Fibrous","Gray","None"
"626","Edible","Convex","Smooth","White","Anise"
"627","Edible","Flat","Fibrous","Yellow","Anise"
"628","Edible","Sunken","Fibrous","Gray","None"
"629","Edible","Bell","Scaly","White","Almond"
"630","Edible","Bell","Smooth","White","Almond"
"631","Edible","Flat","Fibrous","Brown","None"
"632","Edible","Bell","Scaly","Yellow","Almond"
"633","Edible","Convex","Fibrous","Brown","None"
"634","Edible","Convex","Scaly","Brown","Anise"
"635","Edible","Convex","Scaly","Brown","Almond"
"636","Edible","Bell","Scaly","Yellow","Almond"
"637","Edible","Flat","Scaly","Yellow","Almond"
"638","Edible","Convex","Scaly","Yellow","Anise"
"639","Edible","Convex","Smooth","Brown","None"
"640","Edible","Convex","Scaly","White","Almond"
"641","Edible","Bell","Scaly","Yellow","Anise"
"642","Edible","Convex","Scaly","Brown","Almond"
"643","Edible","Flat","Scaly","Brown","Anise"
"644","Edible","Flat","Scaly","Brown","Almond"
"645","Edible","Flat","Scaly","Yellow","Anise"
"646","Edible","Convex","Smooth","Yellow","Anise"
"647","Edible","Bell","Scaly","White","Almond"
"648","Edible","Bell","Smooth","White","Anise"
"649","Edible","Convex","Scaly","Yellow","Almond"
"650","Edible","Flat","Fibrous","White","Anise"
"651","Edible","Convex","Smooth","Yellow","Almond"
"652","Edible","Bell","Smooth","Yellow","Anise"
"653","Edible","Flat","Scaly","Yellow","Almond"
"654","Poisonous","Convex","Scaly","Brown","Pungent"
"655","Poisonous","Convex","Scaly","White","Pungent"
"656","Edible","Convex","Smooth","Yellow","Anise"
"657","Edible","Flat","Fibrous","White","None"
"658","Edible","Bell","Smooth","Yellow","Almond"
"659","Edible","Convex","Scaly","Yellow","Anise"
"660","Edible","Flat","Fibrous","Gray","None"
"661","Edible","Bell","Smooth","White","Almond"
"662","Edible","Convex","Smooth","White","Anise"
"663","Poisonous","Convex","Scaly","Brown","Pungent"
"664","Poisonous","Convex","Smooth","Brown","Pungent"
"665","Edible","Bell","Smooth","White","Anise"
"666","Edible","Bell","Smooth","Yellow","Almond"
"667","Edible","Flat","Scaly","Brown","Almond"
"668","Edible","Convex","Scaly","Yellow","Anise"
"669","Edible","Flat","Scaly","Yellow","Anise"
"670","Edible","Convex","Scaly","White","Almond"
"671","Edible","Convex","Smooth","Yellow","Almond"
"672","Edible","Flat","Fibrous","Brown","None"
"673","Edible","Flat","Fibrous","Brown","None"
"674","Edible","Convex","Fibrous","Yellow","Anise"
"675","Edible","Flat","Scaly","Yellow","Anise"
"676","Edible","Flat","Fibrous","Brown","None"
"677","Edible","Flat","Fibrous","Gray","None"
"678","Edible","Convex","Scaly","Brown","Anise"
"679","Edible","Convex","Scaly","Yellow","Anise"
"680","Edible","Bell","Smooth","White","Almond"
"681","Edible","Convex","Smooth","White","Anise"
"682","Edible","Convex","Scaly","White","Almond"
"683","Edible","Convex","Fibrous","Yellow","Almond"
"684","Edible","Bell","Smooth","Yellow","Almond"
"685","Edible","Convex","Fibrous","Brown","None"
"686","Edible","Convex","Scaly","White","Almond"
"687","Edible","Flat","Fibrous","Gray","None"
"688","Edible","Bell","Scaly","White","Almond"
"689","Edible","Convex","Scaly","Yellow","Anise"
"690","Edible","Convex","Smooth","White","Almond"
"691","Edible","Bell","Smooth","Yellow","Almond"
"692","Edible","Bell","Scaly","White","Anise"
"693","Edible","Convex","Scaly","Brown","Almond"
"694","Edible","Flat","Smooth","Gray","None"
"695","Poisonous","Convex","Scaly","Brown","Pungent"
"696","Edible","Bell","Scaly","White","Almond"
"697","Edible","Bell","Smooth","Yellow","Almond"
"698","Poisonous","Convex","Scaly","Brown","Pungent"
"699","Poisonous","Convex","Smooth","Brown","Pungent"
"700","Edible","Flat","Smooth","Brown","None"
"701","Poisonous","Convex","Smooth","Brown","Pungent"
"702","Edible","Flat","Fibrous","Gray","None"
"703","Edible","Convex","Scaly","Yellow","Anise"
"704","Edible","Bell","Scaly","White","Anise"
"705","Edible","Flat","Scaly","Yellow","Anise"
"706","Edible","Flat","Scaly","Yellow","Anise"
"707","Edible","Bell","Scaly","Yellow","Anise"
"708","Edible","Sunken","Fibrous","Brown","None"
"709","Edible","Convex","Smooth","White","Almond"
"710","Edible","Bell","Scaly","Yellow","Almond"
"711","Edible","Flat","Scaly","Yellow","Almond"
"712","Edible","Flat","Smooth","Brown","None"
"713","Edible","Convex","Smooth","White","Anise"
"714","Edible","Bell","Scaly","Yellow","Anise"
"715","Edible","Bell","Scaly","Yellow","Anise"
"716","Edible","Bell","Scaly","Yellow","Almond"
"717","Edible","Bell","Smooth","White","Anise"
"718","Edible","Convex","Scaly","Yellow","Almond"
"719","Edible","Convex","Scaly","Brown","Almond"
"720","Edible","Sunken","Fibrous","Brown","None"
"721","Edible","Flat","Scaly","Brown","Almond"
"722","Edible","Convex","Smooth","White","Almond"
"723","Edible","Flat","Smooth","Yellow","Anise"
"724","Edible","Convex","Smooth","Brown","None"
"725","Edible","Flat","Scaly","Yellow","Almond"
"726","Poisonous","Convex","Scaly","Brown","Pungent"
"727","Edible","Convex","Smooth","White","Anise"
"728","Edible","Convex","Fibrous","White","None"
"729","Edible","Bell","Smooth","White","Almond"
"730","Edible","Convex","Scaly","White","Anise"
"731","Edible","Flat","Scaly","Yellow","Anise"
"732","Edible","Convex","Fibrous","Brown","None"
"733","Poisonous","Convex","Smooth","White","Pungent"
"734","Poisonous","Convex","Scaly","White","Pungent"
"735","Edible","Convex","Scaly","White","Anise"
"736","Edible","Bell","Scaly","White","Almond"
"737","Edible","Convex","Fibrous","White","Almond"
"738","Poisonous","Convex","Scaly","White","Pungent"
"739","Edible","Convex","Smooth","White","Anise"
"740","Edible","Convex","Fibrous","Gray","None"
"741","Edible","Convex","Fibrous","Brown","None"
"742","Edible","Bell","Smooth","White","Almond"
"743","Edible","Convex","Scaly","Brown","Almond"
"744","Edible","Bell","Scaly","White","Almond"
"745","Edible","Flat","Scaly","Yellow","Anise"
"746","Edible","Convex","Scaly","White","Anise"
"747","Edible","Bell","Scaly","White","Anise"
"748","Edible","Bell","Scaly","White","Almond"
"749","Poisonous","Convex","Smooth","Brown","Pungent"
"750","Edible","Flat","Smooth","Yellow","Almond"
"751","Edible","Convex","Scaly","Brown","Almond"
"752","Edible","Bell","Smooth","Yellow","Anise"
"753","Edible","Flat","Smooth","White","Almond"
"754","Edible","Bell","Scaly","Yellow","Anise"
"755","Edible","Bell","Scaly","Yellow","Almond"
"756","Edible","Bell","Smooth","Yellow","Almond"
"757","Edible","Flat","Scaly","Yellow","Anise"
"758","Edible","Convex","Smooth","White","None"
"759","Edible","Bell","Scaly","Yellow","Almond"
"760","Edible","Convex","Scaly","Brown","Almond"
"761","Edible","Bell","Smooth","White","Anise"
"762","Edible","Flat","Scaly","Brown","Anise"
"763","Edible","Convex","Smooth","White","Anise"
"764","Edible","Convex","Fibrous","Brown","None"
"765","Edible","Convex","Scaly","Brown","Anise"
"766","Edible","Flat","Fibrous","Gray","None"
"767","Edible","Convex","Smooth","White","Anise"
"768","Edible","Flat","Fibrous","Brown","None"
"769","Edible","Bell","Scaly","Yellow","Almond"
"770","Edible","Bell","Smooth","White","Almond"
"771","Edible","Convex","Smooth","White","Almond"
"772","Edible","Bell","Smooth","Yellow","Anise"
"773","Edible","Convex","Scaly","Yellow","Almond"
"774","Edible","Convex","Smooth","Yellow","Almond"
"775","Edible","Flat","Fibrous","Gray","None"
"776","Edible","Convex","Scaly","Yellow","Almond"
"777","Poisonous","Convex","Scaly","Brown","Pungent"
"778","Edible","Convex","Scaly","Brown","Almond"
"779","Edible","Convex","Smooth","Yellow","Anise"
"780","Edible","Bell","Scaly","White","Anise"
"781","Edible","Convex","Scaly","Yellow","Almond"
"782","Edible","Sunken","Fibrous","Brown","None"
"783","Edible","Bell","Scaly","Yellow","Anise"
"784","Edible","Convex","Smooth","White","Anise"
"785","Edible","Convex","Smooth","White","Almond"
"786","Poisonous","Convex","Smooth","Brown","Pungent"
"787","Edible","Convex","Fibrous","Brown","None"
"788","Edible","Convex","Scaly","Yellow","Anise"
"789","Poisonous","Convex","Scaly","Brown","Pungent"
"790","Edible","Convex","Scaly","Yellow","Anise"
"791","Edible","Bell","Scaly","Yellow","Anise"
"792","Edible","Flat","Scaly","Brown","Anise"
"793","Edible","Convex","Scaly","White","Almond"
"794","Edible","Convex","Smooth","Yellow","Almond"
"795","Poisonous","Convex","Scaly","Brown","Pungent"
"796","Poisonous","Convex","Scaly","Brown","Pungent"
"797","Edible","Bell","Scaly","Yellow","Anise"
"798","Edible","Convex","Smooth","White","None"
"799","Poisonous","Convex","Smooth","White","Pungent"
"800","Edible","Convex","Scaly","Brown","Anise"
"801","Edible","Bell","Smooth","White","Almond"
"802","Edible","Convex","Scaly","Yellow","Almond"
"803","Poisonous","Convex","Smooth","Brown","Pungent"
"804","Edible","Bell","Scaly","Yellow","Anise"
"805","Edible","Bell","Scaly","White","Almond"
"806","Edible","Flat","Scaly","Yellow","Anise"
"807","Edible","Bell","Scaly","White","Almond"
"808","Edible","Convex","Scaly","Yellow","Almond"
"809","Edible","Bell","Smooth","Yellow","Anise"
"810","Edible","Convex","Smooth","Yellow","Anise"
"811","Edible","Bell","Smooth","Yellow","Almond"
"812","Edible","Bell","Smooth","Yellow","Almond"
"813","Poisonous","Convex","Scaly","White","Pungent"
"814","Poisonous","Convex","Scaly","White","Pungent"
"815","Poisonous","Convex","Smooth","Brown","Pungent"
"816","Edible","Convex","Smooth","White","Almond"
"817","Edible","Convex","Scaly","Brown","Almond"
"818","Edible","Convex","Scaly","Yellow","Almond"
"819","Edible","Convex","Smooth","White","Almond"
"820","Edible","Bell","Scaly","White","Anise"
"821","Edible","Bell","Smooth","Yellow","Anise"
"822","Edible","Convex","Fibrous","Gray","None"
"823","Edible","Bell","Smooth","Yellow","Almond"
"824","Edible","Convex","Smooth","White","Anise"
"825","Edible","Convex","Scaly","Brown","Almond"
"826","Edible","Convex","Scaly","Yellow","Anise"
"827","Edible","Flat","Fibrous","White","Anise"
"828","Edible","Flat","Fibrous","White","Almond"
"829","Edible","Convex","Smooth","White","Anise"
"830","Edible","Flat","Smooth","Yellow","Anise"
"831","Edible","Sunken","Fibrous","Gray","None"
"832","Edible","Flat","Fibrous","Yellow","Almond"
"833","Edible","Convex","Scaly","Brown","Anise"
"834","Edible","Convex","Scaly","Yellow","Anise"
"835","Edible","Convex","Scaly","Yellow","Anise"
"836","Poisonous","Convex","Smooth","Brown","Pungent"
"837","Edible","Convex","Smooth","Yellow","Anise"
"838","Poisonous","Convex","Scaly","White","Pungent"
"839","Edible","Convex","Scaly","Yellow","Almond"
"840","Edible","Convex","Scaly","White","Almond"
"841","Edible","Flat","Smooth","Yellow","Almond"
"842","Poisonous","Convex","Scaly","Brown","Pungent"
"843","Edible","Bell","Smooth","White","Almond"
"844","Edible","Sunken","Fibrous","Gray","None"
"845","Edible","Convex","Smooth","Yellow","Almond"
"846","Edible","Convex","Fibrous","Gray","None"
"847","Edible","Convex","Scaly","Yellow","Almond"
"848","Edible","Bell","Scaly","White","Anise"
"849","Edible","Bell","Smooth","Yellow","Anise"
"850","Edible","Convex","Smooth","White","Anise"
"851","Edible","Bell","Smooth","White","Anise"
"852","Edible","Flat","Scaly","Brown","Almond"
"853","Edible","Sunken","Fibrous","Gray","None"
"854","Edible","Convex","Fibrous","White","None"
"855","Edible","Sunken","Fibrous","Brown","None"
"856","Edible","Flat","Scaly","Brown","Anise"
"857","Edible","Flat","Smooth","Yellow","Anise"
"858","Edible","Bell","Smooth","Yellow","Almond"
"859","Edible","Bell","Smooth","Yellow","Almond"
"860","Poisonous","Convex","Smooth","Brown","Pungent"
"861","Edible","Flat","Scaly","Brown","Anise"
"862","Edible","Convex","Smooth","Yellow","Almond"
"863","Edible","Flat","Scaly","Yellow","Almond"
"864","Edible","Convex","Scaly","White","Almond"
"865","Edible","Convex","Scaly","Yellow","Almond"
"866","Edible","Convex","Scaly","Yellow","Anise"
"867","Edible","Flat","Fibrous","Brown","None"
"868","Edible","Flat","Scaly","Yellow","Anise"
"869","Edible","Convex","Fibrous","Gray","None"
"870","Edible","Convex","Smooth","Yellow","Anise"
"871","Edible","Flat","Scaly","Brown","Almond"
"872","Edible","Convex","Smooth","Yellow","Anise"
"873","Edible","Convex","Scaly","Yellow","Almond"
"874","Edible","Convex","Fibrous","Brown","None"
"875","Edible","Convex","Smooth","White","Almond"
"876","Edible","Convex","Scaly","Yellow","Anise"
"877","Edible","Convex","Scaly","White","Almond"
"878","Edible","Convex","Smooth","White","Anise"
"879","Edible","Flat","Scaly","Yellow","Anise"
"880","Edible","Bell","Smooth","Yellow","Anise"
"881","Edible","Flat","Fibrous","White","Almond"
"882","Edible","Flat","Smooth","Gray","None"
"883","Edible","Convex","Scaly","White","Almond"
"884","Edible","Convex","Scaly","White","Anise"
"885","Edible","Flat","Scaly","Yellow","Anise"
"886","Edible","Convex","Smooth","White","Almond"
"887","Edible","Convex","Smooth","Yellow","Almond"
"888","Edible","Flat","Scaly","Yellow","Almond"
"889","Edible","Convex","Scaly","Yellow","Almond"
"890","Edible","Convex","Smooth","Yellow","Anise"
"891","Edible","Convex","Fibrous","Brown","None"
"892","Edible","Flat","Scaly","Yellow","Anise"
"893","Edible","Convex","Smooth","White","Almond"
"894","Edible","Bell","Smooth","Yellow","Almond"
"895","Edible","Convex","Smooth","Yellow","Anise"
"896","Edible","Convex","Scaly","Brown","Anise"
"897","Edible","Bell","Scaly","Yellow","Almond"
"898","Edible","Convex","Smooth","White","Anise"
"899","Edible","Convex","Scaly","White","Anise"
"900","Edible","Convex","Smooth","Yellow","Anise"
"901","Edible","Flat","Scaly","Yellow","Anise"
"902","Edible","Convex","Fibrous","White","None"
"903","Edible","Convex","Smooth","Brown","None"
"904","Edible","Convex","Smooth","White","None"
"905","Edible","Convex","Smooth","Yellow","Anise"
"906","Edible","Flat","Fibrous","White","None"
"907","Poisonous","Flat","Smooth","Brown","Pungent"
"908","Edible","Convex","Fibrous","Gray","None"
"909","Poisonous","Flat","Scaly","Brown","Pungent"
"910","Poisonous","Convex","Smooth","Brown","Pungent"
"911","Edible","Bell","Smooth","White","Anise"
"912","Edible","Convex","Fibrous","Gray","None"
"913","Edible","Convex","Smooth","White","Anise"
"914","Edible","Flat","Fibrous","Gray","None"
"915","Edible","Convex","Smooth","Gray","None"
"916","Edible","Convex","Smooth","White","Almond"
"917","Edible","Convex","Smooth","White","Anise"
"918","Edible","Convex","Scaly","Gray","None"
"919","Edible","Flat","Fibrous","Brown","None"
"920","Edible","Convex","Smooth","White","None"
"921","Edible","Flat","Fibrous","Brown","None"
"922","Edible","Convex","Smooth","Brown","None"
"923","Edible","Convex","Scaly","Yellow","Anise"
